Betweeness Centrality on all courses within file

The betweenness centrality of START is 0
The betweenness centrality of END is 0
The betweenness centrality of BADM 352 is 0.000256016
The betweenness centrality of BADM 353 is 0.000256016
The betweenness centrality of BADM 356 is 0.000256016
The betweenness centrality of BADM 357 is 0.000256016
The betweenness centrality of BADM 359 is 0.000256016
The betweenness centrality of BADM 360 is 0.000256016
The betweenness centrality of BADM 365 is 2
The betweenness centrality of BADM 366 is 2
The betweenness centrality of BADM 367 is 10
The betweenness centrality of BADM 374 is 0.642857
The betweenness centrality of ECON 203 is 20.0833
The betweenness centrality of BADM 375 is 0.000256016
The betweenness centrality of BADM 377 is 0.000256016
The betweenness centrality of BADM 378 is 0.000256016
The betweenness centrality of BADM 379 is 0.000256016
The betweenness centrality of BADM 380 is 0.000256016
The betweenness centrality of BADM 381 is 0.000256016
The betweenness centrality of BADM 382 is 0.0666667
The betweenness centrality of BADM 394 is 0.000256016
The betweenness centrality of BADM 395 is 0.000256016
The betweenness centrality of BADM 403 is 0.000256016
The betweenness centrality of BADM 420 is 0.0666667
The betweenness centrality of BADM 438 is 0.566667
The betweenness centrality of BADM 445 is 0.000256016
The betweenness centrality of BADM 446 is 0.000256016
The betweenness centrality of BADM 449 is 0.000256016
The betweenness centrality of BADM 453 is 0.000256016
The betweenness centrality of BADM 458 is 1
The betweenness centrality of BADM 460 is 0
The betweenness centrality of BADM 461 is 1.33333
The betweenness centrality of BADM 463 is 0.000256016
The betweenness centrality of BADM 502 is 0.000256016
The betweenness centrality of BADM 503 is 0.000256016
The betweenness centrality of BADM 504 is 0.000256016
The betweenness centrality of BADM 507 is 0.000256016
The betweenness centrality of BADM 508 is 1
The betweenness centrality of BADM 509 is 0.25
The betweenness centrality of BADM 510 is 0.000256016
The betweenness centrality of BADM 512 is 0.000256016
The betweenness centrality of BADM 513 is 0.000256016
The betweenness centrality of BADM 514 is 1
The betweenness centrality of BADM 519 is 0.000256016
The betweenness centrality of BADM 520 is 0.25
The betweenness centrality of BADM 521 is 0.000256016
The betweenness centrality of BADM 522 is 0.000256016
The betweenness centrality of BADM 524 is 0.000256016
The betweenness centrality of BADM 525 is 0.000256016
The betweenness centrality of BADM 528 is 0.000256016
The betweenness centrality of BADM 535 is 0.000256016
The betweenness centrality of BADM 537 is 0.000256016
The betweenness centrality of BADM 538 is 0.000256016
The betweenness centrality of BADM 539 is 0.000256016
The betweenness centrality of BADM 540 is 0.000256016
The betweenness centrality of BADM 541 is 0.000256016
The betweenness centrality of BADM 543 is 0.000256016
The betweenness centrality of BADM 544 is 2.66667
The betweenness centrality of BADM 567 is 1.25
The betweenness centrality of FIN 520 is 11.5833
The betweenness centrality of BADM 546 is 0.000256016
The betweenness centrality of BADM 547 is 0.000256016
The betweenness centrality of BADM 549 is 0.000256016
The betweenness centrality of BADM 550 is 0.000256016
The betweenness centrality of BADM 551 is 0.000256016
The betweenness centrality of BADM 554 is 0.000256016
The betweenness centrality of BADM 555 is 0.000256016
The betweenness centrality of BADM 557 is 0.000256016
The betweenness centrality of BADM 559 is 0.000256016
The betweenness centrality of BADM 562 is 0.000256016
The betweenness centrality of BADM 564 is 1.5
The betweenness centrality of MBA 502 is 0
The betweenness centrality of BADM 565 is 0.000256016
The betweenness centrality of BADM 566 is 0.000256016
The betweenness centrality of BADM 569 is 0.000256016
The betweenness centrality of BADM 571 is 0.000256016
The betweenness centrality of BADM 572 is 1
The betweenness centrality of BADM 573 is 0.000256016
The betweenness centrality of BADM 574 is 0.000256016
The betweenness centrality of BADM 575 is 0.000256016
The betweenness centrality of BADM 576 is 0.000256016
The betweenness centrality of BADM 577 is 0.000256016
The betweenness centrality of BADM 582 is 0.000256016
The betweenness centrality of BADM 583 is 0.000256016
The betweenness centrality of BADM 584 is 0.000256016
The betweenness centrality of BADM 586 is 0.000256016
The betweenness centrality of BADM 588 is 0.000256016
The betweenness centrality of BADM 589 is 0.000256016
The betweenness centrality of BADM 590 is 0.000256016
The betweenness centrality of BADM 591 is 0.000256016
The betweenness centrality of BADM 593 is 0.000256016
The betweenness centrality of BADM 594 is 0.000256016
The betweenness centrality of BADM 595 is 0.000256016
The betweenness centrality of BADM 599 is 0.000256016
The betweenness centrality of BASQ 401 is 1
The betweenness centrality of BASQ 402 is 1
The betweenness centrality of BCOG 100 is 0.000256016
The betweenness centrality of BCOG 200 is 0.000256016
The betweenness centrality of BCOG 301 is 0.000256016
The betweenness centrality of BCOG 458 is 0.71978
The betweenness centrality of PHIL 270 is 2
The betweenness centrality of PSYC 224 is 14.5
The betweenness centrality of PSYC 248 is 6.5
The betweenness centrality of BCS 101 is 3
The betweenness centrality of BCS 102 is 5
The betweenness centrality of BCS 115 is 0.000256016
The betweenness centrality of BCS 199 is 0.000256016
The betweenness centrality of BCS 201 is 5
The betweenness centrality of BCS 202 is 3
The betweenness centrality of BCS 301 is 0.000256016
The betweenness centrality of BDI 199 is 0.000256016
The betweenness centrality of BDI 475 is 0.000256016
The betweenness centrality of BDI 513 is 0.000256016
The betweenness centrality of BIOC 190 is 0.000256016
The betweenness centrality of BIOC 199 is 0.000256016
The betweenness centrality of BIOC 290 is 0.000256016
The betweenness centrality of BIOC 406 is 0.0714286
The betweenness centrality of MCB 354 is 276.49
The betweenness centrality of BIOC 440 is 0.894444
The betweenness centrality of CHEM 204 is 520.847
The betweenness centrality of PHYS 102 is 14.5195
The betweenness centrality of BIOC 446 is 0
The betweenness centrality of CHEM 440 is 89.3918
The betweenness centrality of BIOC 455 is 15.4667
The betweenness centrality of CHEM 232 is 636.492
The betweenness centrality of CHEM 236 is 281.383
The betweenness centrality of MCB 251 is 1.56667
The betweenness centrality of BIOC 460 is 0.571429
The betweenness centrality of BIOC 492 is 0.571429
The betweenness centrality of BIOC 555 is 0.000256016
The betweenness centrality of BIOC 590 is 0.000256016
The betweenness centrality of BIOC 595 is 0.000256016
The betweenness centrality of BIOC 599 is 0.000256016
The betweenness centrality of BIOE 100 is 0.000256016
The betweenness centrality of BIOE 120 is 0.000256016
The betweenness centrality of BIOE 198 is 0.000256016
The betweenness centrality of BIOE 199 is 0.000256016
The betweenness centrality of BIOE 201 is 9.83333
The betweenness centrality of BIOE 202 is 1
The betweenness centrality of BIOE 206 is 13.5
The betweenness centrality of BIOE 205 is 68.3333
The betweenness centrality of BIOE 210 is 6.33333
The betweenness centrality of BIOE 297 is 0.000256016
The betweenness centrality of BIOE 298 is 0.000256016
The betweenness centrality of BIOE 302 is 57.5
The betweenness centrality of MCB 252 is 132.917
The betweenness centrality of BIOE 303 is 0
The betweenness centrality of BIOE 310 is 0.833333
The betweenness centrality of BIOE 360 is 1.04762
The betweenness centrality of BIOE 380 is 2.33333
The betweenness centrality of BIOE 397 is 0.000256016
The betweenness centrality of BIOE 414 is 58.5
The betweenness centrality of ECE 210 is 705.514
The betweenness centrality of BIOE 415 is 0
The betweenness centrality of BIOE 416 is 0.142857
The betweenness centrality of BIOE 420 is 3.5
The betweenness centrality of BIOE 435 is 27
The betweenness centrality of BIOE 436 is 1
The betweenness centrality of BIOE 460 is 1.33333
The betweenness centrality of BIOE 461 is 0.217647
The betweenness centrality of BIOE 467 is 0.916667
The betweenness centrality of ECE 455 is 8
The betweenness centrality of ECE 460 is 17.9
The betweenness centrality of PHYS 402 is 28.1
The betweenness centrality of BIOE 476 is 3
The betweenness centrality of BIOE 479 is 0.458333
The betweenness centrality of BIOE 480 is 0.0769231
The betweenness centrality of ECE 310 is 110.333
The betweenness centrality of BIOE 481 is 0.835294
The betweenness centrality of BIOE 482 is 0.217647
The betweenness centrality of BIOE 483 is 16
The betweenness centrality of ECE 380 is 2.33333
The betweenness centrality of BIOE 485 is 1
The betweenness centrality of BIOE 487 is 1
The betweenness centrality of BIOE 497 is 0.000256016
The betweenness centrality of BIOE 498 is 0.000256016
The betweenness centrality of BIOE 499 is 0.000256016
The betweenness centrality of BIOE 500 is 0.000256016
The betweenness centrality of BIOE 501 is 0.000256016
The betweenness centrality of BIOE 502 is 0.000256016
The betweenness centrality of BIOE 504 is 6
The betweenness centrality of BIOE 505 is 0.0454545
The betweenness centrality of BIOE 507 is 1
The betweenness centrality of BIOE 570 is 0.000256016
The betweenness centrality of BIOE 571 is 1
The betweenness centrality of BIOE 572 is 1
The betweenness centrality of BIOE 573 is 0.000256016
The betweenness centrality of BIOE 574 is 0.000256016
The betweenness centrality of BIOE 575 is 0.000256016
The betweenness centrality of BIOE 580 is 5
The betweenness centrality of BIOE 597 is 0.000256016
The betweenness centrality of BIOE 598 is 0.000256016
The betweenness centrality of BIOE 599 is 0.000256016
The betweenness centrality of BIOL 599 is 0.000256016
The betweenness centrality of BIOP 401 is 0
The betweenness centrality of BIOP 432 is 0.779762
The betweenness centrality of IB 420 is 18.9364
The betweenness centrality of BIOP 576 is 0.000256016
The betweenness centrality of BIOP 581 is 2
The betweenness centrality of BIOP 582 is 0
The betweenness centrality of BIOP 583 is 2
The betweenness centrality of BIOP 586 is 0.000256016
The betweenness centrality of BIOP 590 is 0.000256016
The betweenness centrality of BIOP 595 is 0.000256016
The betweenness centrality of BIOP 599 is 0.000256016
The betweenness centrality of BSE 631 is 0.000256016
The betweenness centrality of BSE 632 is 0.000256016
The betweenness centrality of BSE 633 is 0.000256016
The betweenness centrality of BSE 634 is 0.000256016
The betweenness centrality of BSE 635 is 0.000256016
The betweenness centrality of BSE 636 is 0.000256016
The betweenness centrality of BSE 638 is 0.000256016
The betweenness centrality of BSE 642 is 0.000256016
The betweenness centrality of BSE 644 is 0.000256016
The betweenness centrality of BSE 645 is 0.000256016
The betweenness centrality of BSE 646 is 0.000256016
The betweenness centrality of BSE 655 is 0.000256016
The betweenness centrality of BSE 660 is 0.000256016
The betweenness centrality of BSE 665 is 0.000256016
The betweenness centrality of BSE 666 is 0.000256016
The betweenness centrality of BSE 680 is 0.000256016
The betweenness centrality of BSE 685 is 0.000256016
The betweenness centrality of BSE 686 is 0.000256016
The betweenness centrality of BSE 690 is 0.000256016
The betweenness centrality of BSE 700 is 0.000256016
The betweenness centrality of BSE 701 is 0.000256016
The betweenness centrality of BSE 702 is 0.000256016
The betweenness centrality of BSE 703 is 0.000256016
The betweenness centrality of BSE 704 is 0.000256016
The betweenness centrality of BSE 710 is 0.000256016
The betweenness centrality of BSE 711 is 0.000256016
The betweenness centrality of BSE 720 is 0.000256016
The betweenness centrality of BSE 730 is 0.000256016
The betweenness centrality of BTW 250 is 0.000256016
The betweenness centrality of BTW 261 is 0.000256016
The betweenness centrality of BTW 263 is 0.000256016
The betweenness centrality of BTW 271 is 0.000256016
The betweenness centrality of BTW 290 is 0.000256016
The betweenness centrality of BTW 402 is 0.000256016
The betweenness centrality of BUS 101 is 5
The betweenness centrality of BUS 115 is 0.000256016
The betweenness centrality of BUS 199 is 0.000256016
The betweenness centrality of BUS 201 is 6
The betweenness centrality of BUS 215 is 0.000256016
The betweenness centrality of BUS 299 is 0.000256016
The betweenness centrality of BUS 301 is 7
The betweenness centrality of BUS 302 is 1
The betweenness centrality of BUS 315 is 0.000256016
The betweenness centrality of BUS 399 is 0.000256016
The betweenness centrality of BUS 401 is 1
The betweenness centrality of BUS 402 is 1
The betweenness centrality of BUS 415 is 0.000256016
The betweenness centrality of CAS 587 is 0.000256016
The betweenness centrality of CB 290 is 0.000256016
The betweenness centrality of CB 449 is 0.000256016
The betweenness centrality of CB 514 is 0.0416667
The betweenness centrality of CB 516 is 0.000256016
The betweenness centrality of CB 540 is 0.000256016
The betweenness centrality of CB 551 is 0.148352
The betweenness centrality of CB 552 is 0.000256016
The betweenness centrality of CB 554 is 0.000256016
The betweenness centrality of CB 590 is 0.000256016
The betweenness centrality of CB 591 is 0.000256016
The betweenness centrality of CB 592 is 0.000256016
The betweenness centrality of CB 596 is 0.000256016
The betweenness centrality of CB 599 is 0.000256016
The betweenness centrality of CB 692 is 0.000256016
The betweenness centrality of CDB 590 is 0.000256016
The betweenness centrality of CDB 595 is 1
The betweenness centrality of MCB 400 is 22
The betweenness centrality of CDB 599 is 0.000256016
The betweenness centrality of CEE 190 is 0.000256016
The betweenness centrality of CEE 195 is 0.000256016
The betweenness centrality of CEE 198 is 0.000256016
The betweenness centrality of CEE 201 is 141.5
The betweenness centrality of MATH 257 is 566.992
The betweenness centrality of CEE 202 is 97.9167
The betweenness centrality of CEE 310 is 178.25
The betweenness centrality of CEE 320 is 77.125
The betweenness centrality of CEE 340 is 27.9444
The betweenness centrality of IE 310 is 55.0833
The betweenness centrality of STAT 200 is 4.5
The betweenness centrality of CEE 360 is 87.5
The betweenness centrality of CEE 398 is 0.000256016
The betweenness centrality of CEE 401 is 58
The betweenness centrality of CEE 405 is 14
The betweenness centrality of CEE 406 is 26
The betweenness centrality of CEE 408 is 0.142857
The betweenness centrality of CEE 409 is 0.142857
The betweenness centrality of CEE 410 is 0.142857
The betweenness centrality of CEE 411 is 0.142857
The betweenness centrality of CEE 412 is 0.000256016
The betweenness centrality of CEE 415 is 0.142857
The betweenness centrality of CEE 416 is 26
The betweenness centrality of CEE 417 is 0.5
The betweenness centrality of CEE 418 is 0.142857
The betweenness centrality of CEE 420 is 12
The betweenness centrality of CEE 421 is 12
The betweenness centrality of CEE 422 is 12
The betweenness centrality of CEE 424 is 1.875
The betweenness centrality of CEE 433 is 1
The betweenness centrality of CEE 434 is 12.6806
The betweenness centrality of CEE 437 is 114
The betweenness centrality of CEE 438 is 0.450216
The betweenness centrality of CEE 440 is 0.25
The betweenness centrality of CEE 442 is 23
The betweenness centrality of CEE 443 is 46
The betweenness centrality of CEE 444 is 0
The betweenness centrality of CEE 445 is 0.516667
The betweenness centrality of CEE 449 is 1.33333
The betweenness centrality of CEE 450 is 12
The betweenness centrality of CEE 451 is 26
The betweenness centrality of CEE 452 is 0.0666667
The betweenness centrality of CEE 453 is 0.375
The betweenness centrality of CEE 457 is 52.5
The betweenness centrality of CEE 458 is 0.000256016
The betweenness centrality of CEE 460 is 20.6667
The betweenness centrality of CEE 461 is 32.6667
The betweenness centrality of CEE 462 is 0.5
The betweenness centrality of CEE 463 is 0.333333
The betweenness centrality of CEE 468 is 0.333333
The betweenness centrality of CEE 470 is 3
The betweenness centrality of CEE 471 is 55.6071
The betweenness centrality of CEE 472 is 49.6667
The betweenness centrality of CEE 473 is 1.44545
The betweenness centrality of CEE 480 is 0.5
The betweenness centrality of CEE 483 is 98
The betweenness centrality of CEE 484 is 26
The betweenness centrality of CEE 491 is 23.5
The betweenness centrality of CEE 493 is 0.625
The betweenness centrality of CEE 495 is 0.000256016
The betweenness centrality of CEE 497 is 0.000256016
The betweenness centrality of CEE 498 is 0.000256016
The betweenness centrality of CEE 502 is 0.25
The betweenness centrality of CEE 503 is 0.75
The betweenness centrality of CEE 504 is 0.75
The betweenness centrality of CEE 506 is 0.5
The betweenness centrality of CEE 507 is 0.25
The betweenness centrality of CEE 508 is 0.5
The betweenness centrality of CEE 509 is 0.2
The betweenness centrality of CEE 512 is 0.253968
The betweenness centrality of CEE 515 is 0.5
The betweenness centrality of CEE 517 is 0.5
The betweenness centrality of CEE 524 is 0.75
The betweenness centrality of CEE 525 is 0.75
The betweenness centrality of CEE 528 is 0.75
The betweenness centrality of CEE 537 is 0.666667
The betweenness centrality of CEE 538 is 1.66667
The betweenness centrality of CEE 545 is 0.380952
The betweenness centrality of CEE 550 is 1
The betweenness centrality of CEE 551 is 13
The betweenness centrality of CEE 552 is 1.5
The betweenness centrality of CEE 553 is 0.0666667
The betweenness centrality of CEE 555 is 0.114286
The betweenness centrality of CEE 557 is 2.5
The betweenness centrality of CEE 559 is 1
The betweenness centrality of CEE 562 is 1.08333
The betweenness centrality of CEE 570 is 12
The betweenness centrality of CEE 571 is 0.24359
The betweenness centrality of CEE 572 is 0.25
The betweenness centrality of CEE 573 is 0.25
The betweenness centrality of CEE 574 is 0.583333
The betweenness centrality of CEE 576 is 0.875
The betweenness centrality of ME 471 is 127.333
The betweenness centrality of TAM 445 is 16.75
The betweenness centrality of CEE 577 is 0.61859
The betweenness centrality of CEE 580 is 0.333333
The betweenness centrality of CEE 581 is 0.2
The betweenness centrality of CEE 582 is 0.2
The betweenness centrality of CEE 585 is 0.333333
The betweenness centrality of CEE 586 is 14
The betweenness centrality of CEE 587 is 1
The betweenness centrality of CEE 589 is 0.2
The betweenness centrality of CEE 590 is 0.533333
The betweenness centrality of CEE 591 is 0.2
The betweenness centrality of CEE 592 is 3.06667
The betweenness centrality of GEOG 480 is 6
The betweenness centrality of NRES 439 is 6
The betweenness centrality of NRES 454 is 2.25
The betweenness centrality of UP 418 is 0.75
The betweenness centrality of UP 456 is 8
The betweenness centrality of UP 480 is 0.75
The betweenness centrality of CEE 595 is 0.000256016
The betweenness centrality of CEE 597 is 0.000256016
The betweenness centrality of CEE 598 is 0.000256016
The betweenness centrality of CEE 599 is 0.000256016
The betweenness centrality of CHBE 101 is 0.000256016
The betweenness centrality of CHBE 121 is 0.271429
The betweenness centrality of CHEM 202 is 514.095
The betweenness centrality of CHBE 199 is 0.000256016
The betweenness centrality of CHBE 202 is 0.000256016
The betweenness centrality of CHBE 210 is 0.000256016
The betweenness centrality of CHBE 221 is 151.733
The betweenness centrality of CHBE 297 is 0.000256016
The betweenness centrality of CHBE 397 is 0.000256016
The betweenness centrality of CHBE 422 is 66
The betweenness centrality of CHBE 424 is 0
The betweenness centrality of CHBE 430 is 0.7
The betweenness centrality of CHBE 431 is 0.7
The betweenness centrality of CHBE 440 is 0.825397
The betweenness centrality of MATH 284 is 0
The betweenness centrality of CHBE 453 is 0.000256016
The betweenness centrality of CHBE 455 is 0.000256016
The betweenness centrality of CHBE 458 is 0.18254
The betweenness centrality of CHBE 471 is 0.000256016
The betweenness centrality of CHBE 472 is 2.02212
The betweenness centrality of CHEM 203 is 34.3461
The betweenness centrality of PHYS 214 is 124.881
The betweenness centrality of CHBE 475 is 0.466667
The betweenness centrality of CHBE 476 is 0.466667
The betweenness centrality of CHBE 478 is 0.391667
The betweenness centrality of CHBE 494 is 0.000256016
The betweenness centrality of CHBE 497 is 0.000256016
The betweenness centrality of CHBE 499 is 0.000256016
The betweenness centrality of CHBE 510 is 0.000256016
The betweenness centrality of CHBE 521 is 0.000256016
The betweenness centrality of CHBE 523 is 0.000256016
The betweenness centrality of CHBE 525 is 0.35
The betweenness centrality of CHBE 551 is 0.000256016
The betweenness centrality of CHBE 565 is 0.2
The betweenness centrality of CHBE 571 is 0.174542
The betweenness centrality of CHBE 593 is 0.000256016
The betweenness centrality of CHBE 594 is 0.000256016
The betweenness centrality of CHBE 597 is 0.000256016
The betweenness centrality of CHBE 598 is 0.000256016
The betweenness centrality of CHBE 599 is 0.000256016
The betweenness centrality of CHEM 101 is 10.5
The betweenness centrality of CHEM 103 is 0
The betweenness centrality of CHEM 108 is 0.142857
The betweenness centrality of CHEM 150 is 1.10476
The betweenness centrality of CHEM 222 is 87.4
The betweenness centrality of CHEM 197 is 0.000256016
The betweenness centrality of CHEM 199 is 0.000256016
The betweenness centrality of CHEM 205 is 30.2199
The betweenness centrality of CHEM 223 is 4.56667
The betweenness centrality of CHEM 233 is 10.9333
The betweenness centrality of CHEM 237 is 8.78333
The betweenness centrality of CHEM 293 is 0.000256016
The betweenness centrality of CHEM 295 is 0.000256016
The betweenness centrality of CHEM 297 is 0.000256016
The betweenness centrality of CHEM 312 is 30
The betweenness centrality of CHEM 315 is 7.33333
The betweenness centrality of CHEM 317 is 0.5
The betweenness centrality of CHEM 332 is 27.1702
The betweenness centrality of CHEM 360 is 0.896429
The betweenness centrality of CHEM 397 is 0.000256016
The betweenness centrality of CHEM 420 is 15.3864
The betweenness centrality of CHEM 442 is 233.575
The betweenness centrality of CHEM 436 is 56.9071
The betweenness centrality of CHEM 437 is 2.66667
The betweenness centrality of CHEM 444 is 46.2803
The betweenness centrality of CHEM 445 is 3.08333
The betweenness centrality of CHEM 472 is 0
The betweenness centrality of MCB 446 is 0
The betweenness centrality of CHEM 447 is 0.583333
The betweenness centrality of CHEM 474 is 0.779762
The betweenness centrality of CHEM 480 is 0.125
The betweenness centrality of CHEM 482 is 0.142857
The betweenness centrality of MSE 401 is 299.7
The betweenness centrality of CHEM 483 is 0.25
The betweenness centrality of CHEM 488 is 0.142857
The betweenness centrality of CHEM 492 is 0.000256016
The betweenness centrality of CHEM 494 is 0.000256016
The betweenness centrality of CHEM 495 is 0.45
The betweenness centrality of CI 403 is 7.55
The betweenness centrality of CHEM 497 is 0.000256016
The betweenness centrality of CHEM 499 is 0.000256016
The betweenness centrality of CHEM 512 is 0.5
The betweenness centrality of CHEM 515 is 0.000256016
The betweenness centrality of CHEM 516 is 21
The betweenness centrality of CHEM 517 is 0.000256016
The betweenness centrality of CHEM 518 is 1
The betweenness centrality of CHEM 520 is 4
The betweenness centrality of CHEM 524 is 0.000256016
The betweenness centrality of CHEM 525 is 0.000256016
The betweenness centrality of CHEM 530 is 0.666667
The betweenness centrality of CHEM 532 is 9.5
The betweenness centrality of CHEM 534 is 9.5
The betweenness centrality of CHEM 535 is 0.000256016
The betweenness centrality of CHEM 536 is 0.000256016
The betweenness centrality of CHEM 538 is 2
The betweenness centrality of CHEM 540 is 50
The betweenness centrality of CHEM 542 is 0.333333
The betweenness centrality of CHEM 544 is 11
The betweenness centrality of CHEM 545 is 0.000256016
The betweenness centrality of CHEM 546 is 1.33333
The betweenness centrality of CHEM 548 is 0.333333
The betweenness centrality of CHEM 570 is 0.000256016
The betweenness centrality of CHEM 571 is 0.000256016
The betweenness centrality of CHEM 575 is 0.000256016
The betweenness centrality of CHEM 576 is 0.000256016
The betweenness centrality of CHEM 582 is 0.000256016
The betweenness centrality of CHEM 584 is 0.000256016
The betweenness centrality of CHEM 585 is 0.000256016
The betweenness centrality of CHEM 588 is 0.000256016
The betweenness centrality of CHEM 590 is 0.000256016
The betweenness centrality of CHEM 591 is 0.000256016
The betweenness centrality of CHEM 592 is 0.000256016
The betweenness centrality of CHEM 599 is 0.000256016
The betweenness centrality of CHIN 201 is 7
The betweenness centrality of CHIN 202 is 13
The betweenness centrality of CHIN 203 is 17
The betweenness centrality of CHIN 204 is 19
The betweenness centrality of CHIN 241 is 6
The betweenness centrality of CHIN 222 is 0
The betweenness centrality of CHIN 242 is 10
The betweenness centrality of CHIN 305 is 31
The betweenness centrality of CHIN 306 is 26
The betweenness centrality of CHIN 409 is 0.000256016
The betweenness centrality of CHIN 440 is 19
The betweenness centrality of CHIN 441 is 10
The betweenness centrality of CHIN 490 is 0.000256016
The betweenness centrality of CHLH 100 is 3
The betweenness centrality of CHLH 101 is 0.000256016
The betweenness centrality of CHLH 125 is 0.000256016
The betweenness centrality of CHLH 126 is 0.000256016
The betweenness centrality of CHLH 127 is 0.000256016
The betweenness centrality of CHLH 199 is 0.000256016
The betweenness centrality of CHLH 200 is 0.000256016
The betweenness centrality of CHLH 201 is 0.000256016
The betweenness centrality of CHLH 203 is 0.000256016
The betweenness centrality of CHLH 206 is 0.000256016
The betweenness centrality of CHLH 210 is 1
The betweenness centrality of CHLH 243 is 0.000256016
The betweenness centrality of CHLH 244 is 0.000256016
The betweenness centrality of CHLH 250 is 2
The betweenness centrality of CHLH 260 is 0.000256016
The betweenness centrality of CHLH 274 is 2
The betweenness centrality of CHLH 304 is 0.333333
The betweenness centrality of CHLH 330 is 0.000256016
The betweenness centrality of CHLH 336 is 0.000256016
The betweenness centrality of CHLH 365 is 0.000256016
The betweenness centrality of CHLH 380 is 0.000256016
The betweenness centrality of CHLH 390 is 0.000256016
The betweenness centrality of CHLH 393 is 0.000256016
The betweenness centrality of CHLH 404 is 0.000256016
The betweenness centrality of CHLH 407 is 0.000256016
The betweenness centrality of CHLH 409 is 0.333333
The betweenness centrality of CHLH 410 is 1
The betweenness centrality of CHLH 415 is 0.000256016
The betweenness centrality of CHLH 421 is 0.000256016
The betweenness centrality of CHLH 429 is 11
The betweenness centrality of CHLH 590 is 0
The betweenness centrality of EPSY 480 is 23.3333
The betweenness centrality of SOC 485 is 5
The betweenness centrality of CHLH 441 is 0.000256016
The betweenness centrality of CHLH 444 is 0.05
The betweenness centrality of SOC 100 is 9.66667
The betweenness centrality of CHLH 448 is 0.000256016
The betweenness centrality of CHLH 455 is 0.000256016
The betweenness centrality of CHLH 456 is 0.000256016
The betweenness centrality of CHLH 457 is 0.5
The betweenness centrality of CHLH 458 is 0.000256016
The betweenness centrality of CHLH 465 is 0.000256016
The betweenness centrality of CHLH 469 is 0.5
The betweenness centrality of CHLH 470 is 0.000256016
The betweenness centrality of CHLH 485 is 0.000256016
The betweenness centrality of CHLH 494 is 0.000256016
The betweenness centrality of CHLH 517 is 0.000256016
The betweenness centrality of CHLH 540 is 0.333333
The betweenness centrality of CHLH 541 is 0.000256016
The betweenness centrality of CHLH 545 is 0.000256016
The betweenness centrality of CHLH 550 is 1
The betweenness centrality of CHLH 565 is 0.000256016
The betweenness centrality of CHLH 568 is 0.5
The betweenness centrality of CHLH 569 is 0.000256016
The betweenness centrality of CHLH 572 is 0.5
The betweenness centrality of CHLH 573 is 1
The betweenness centrality of CHLH 575 is 0.000256016
The betweenness centrality of CHLH 576 is 1.5
The betweenness centrality of CHLH 577 is 0.000256016
The betweenness centrality of CHLH 578 is 0.833333
The betweenness centrality of CHLH 474 is 0
The betweenness centrality of PATH 517 is 2
The betweenness centrality of CHLH 579 is 0.000256016
The betweenness centrality of CHLH 581 is 0.000256016
The betweenness centrality of CHLH 582 is 1.5
The betweenness centrality of CHLH 585 is 2.33333
The betweenness centrality of CHLH 510 is 0
The betweenness centrality of CHLH 587 is 0.000256016
The betweenness centrality of CHLH 589 is 0.000256016
The betweenness centrality of CHLH 591 is 0.000256016
The betweenness centrality of CHLH 593 is 2.33333
The betweenness centrality of KIN 501 is 0.333333
The betweenness centrality of CHLH 594 is 0.000256016
The betweenness centrality of CHLH 599 is 0.000256016
The betweenness centrality of CHP 199 is 0.000256016
The betweenness centrality of CHP 395 is 0.000256016
The betweenness centrality of CHP 396 is 0.000256016
The betweenness centrality of CI 199 is 0.000256016
The betweenness centrality of CI 205 is 0.000256016
The betweenness centrality of CI 210 is 1
The betweenness centrality of CI 395 is 0.000256016
The betweenness centrality of CI 401 is 4.83333
The betweenness centrality of CI 402 is 4.78333
The betweenness centrality of CI 405 is 3.08333
The betweenness centrality of CI 410 is 0.583333
The betweenness centrality of CI 404 is 2.98333
The betweenness centrality of CI 406 is 4.16667
The betweenness centrality of CI 407 is 0.833333
The betweenness centrality of CI 415 is 0.000256016
The betweenness centrality of CI 420 is 9.5
The betweenness centrality of EPS 201 is 3.5
The betweenness centrality of EPSY 236 is 0
The betweenness centrality of CI 421 is 4
The betweenness centrality of CI 422 is 0.000256016
The betweenness centrality of CI 424 is 0.000256016
The betweenness centrality of CI 430 is 2.5
The betweenness centrality of MATH 103 is 9
The betweenness centrality of CI 431 is 2.5
The betweenness centrality of CI 432 is 3
The betweenness centrality of CI 433 is 3
The betweenness centrality of CI 437 is 0.000256016
The betweenness centrality of CI 438 is 1
The betweenness centrality of CI 439 is 1
The betweenness centrality of CI 443 is 0.000256016
The betweenness centrality of CI 445 is 1
The betweenness centrality of CI 446 is 0.000256016
The betweenness centrality of CI 448 is 0.000256016
The betweenness centrality of CI 449 is 0.000256016
The betweenness centrality of CI 450 is 1
The betweenness centrality of CI 451 is 1
The betweenness centrality of CI 452 is 0.000256016
The betweenness centrality of CI 465 is 1
The betweenness centrality of CI 466 is 1
The betweenness centrality of CI 467 is 3.5
The betweenness centrality of CI 471 is 2.5
The betweenness centrality of CI 472 is 0.25
The betweenness centrality of EPSY 201 is 8
The betweenness centrality of CI 473 is 0.000256016
The betweenness centrality of CI 475 is 2
The betweenness centrality of CI 476 is 1.5
The betweenness centrality of CI 477 is 0
